STATE,COUNTY,POPESTIMATE2017
37,119,1076837
37,121,15072
37,123,27435
37,125,97264
37,127,93991
37,129,227198
37,131,19862
37,133,193893
37,135,144946
37,137,12689
37,139,39743
37,141,60958
37,143,13474
37,145,39370
37,147,179042
37,149,20558
37,151,143282
37,153,44798
37,155,132606
37,157,90949
37,159,140644
37,161,66551
37,163,63430
37,165,35093
37,167,61482
37,169,45717
37,171,72224
37,173,14294
37,175,33956
37,177,4052
37,179,231366
37,181,44211
37,183,1072203
37,185,19883
37,187,12012
37,189,55121
37,191,124172
37,193,68576
37,195,81671
37,197,37774
37,199,1774438,1,2318
38,3,10734
38,5,6936
38,7,940
38,9,6530
38,11,3166
38,13,2131
38,15,95030
38,17,177787
38,19,3762
38,21,4861
38,23,2288
38,25,4289
38,27,2316
38,29,3301
38,31,3257
38,33,1789
38,35,70795
38,37,2376
38,39,2258
38,41,2483
38,43,2482
38,45,4087
38,47,1918
38,49,5900
38,51,2606
38,53,12724
38,55,9685
38,57,8465
38,59,30796
38,61,10265
38,63,2937
38,65,1940
38,67,6972
38,69,4099
38,71,11519
38,73,5297
38,75,2463
38,77,16351
38,79,14531
38,81,3858
38,83,1353
38,85,4376
38,87,771
38,89,30209
38,91,1917
38,93,21087
38,95,2253
38,97,8013
38,99,10855
38,101,68946
38,103,4022
38,105,3334939,1,27726
39,3,103198
39,5,53628
39,7,97807
39,9,66597
39,11,45778
39,13,68029
39,15,43576
39,17,380604
39,19,27385
39,21,38840
39,23,134557
39,25,204214
39,27,42009
39,29,103077
39,31,36544
39,33,41746
39,35,1248514
39,37,51536
39,39,38156
39,41,200464
39,43,74817
39,45,154733
39,47,28752
39,49,1291981
39,51,42289
39,53,29973
39,55,93918
39,57,166752
39,59,39093
39,61,813822
39,63,75754
39,65,31364
39,67,15216
39,69,27185
39,71,42971
39,73,28474
39,75,43957
39,77,58494
39,79,32449
39,81,66359
39,83,61261
39,85,230117
39,87,60249
39,89,173448
39,91,45325
39,93,307924
39,95,430887
39,97,44036
39,99,229796
39,101,64967
39,103,178371
39,105,23080
39,107,40873
39,109,105122
39,111,13946
39,113,531542
39,115,14709
39,117,34994
39,119,86149
39,121,14406
39,123,40657
39,125,18845
39,127,36024
39,129,57830
39,131,28270
39,133,162277
39,135,41120
39,137,33878
39,139,120589
39,141,77313
39,143,59195
39,145,75929
39,147,55243
39,149,48759
39,151,372542
39,153,541228
39,155,200380
39,157,92297
39,159,56741
39,161,28217
39,163,13092
39,165,228882
39,167,60418
39,169,116038
39,171,36784
39,173,130492
39,175,2202940,1,21909
40,3,5907
40,5,13887
40,7,5315
40,9,21793
40,11,9498
40,13,46319
40,15,29173
40,17,139926
40,19,48190
40,21,48888
40,23,14863
40,25,2154
40,27,279641
40,29,5642
40,31,121526
40,33,5823
40,35,14327
40,37,71704
40,39,28800
40,41,42602
40,43,4878
40,45,3966
40,47,61581
40,49,27909
40,51,54943
40,53,4395
40,55,5843
40,57,2689
40,59,3808
40,61,12763
40,63,13302
40,65,25125
40,67,6183
40,69,11060
40,71,44544
40,73,15669
40,75,8893
40,77,10411
40,79,49731
40,81,35142
40,83,46784
40,85,10034
40,87,39343
40,89,32808
40,91,19742
40,93,7693
40,95,16434
40,97,40921
40,99,13853
40,101,69086
40,103,11277
40,105,10306
40,107,12140
40,109,787958
40,111,38930
40,113,47233
40,115,31312
40,117,16472
40,119,81575
40,121,44184
40,123,38224
40,125,72226
40,127,11173
40,129,3716
40,131,91444
40,133,24878
40,135,41252
40,137,43332
40,139,20900
40,141,7433
40,143,646266
40,145,78657
40,147,51932
40,149,11134
40,151,9031
40,153,2045941,1,16054
41,3,90951
41,5,412672
41,7,39182
41,9,51782
41,11,63888
41,13,23123
41,15,22669
41,17,186875
41,19,109405
41,21,1855
41,23,7190
41,25,7289
41,27,23377
41,29,217479
41,31,23758
41,33,86352
41,35,66935
41,37,7863
41,39,374748
41,41,48920
41,43,125047
41,45,30480
41,47,341286
41,49,11166
41,51,807555
41,53,83696
41,55,1758
41,57,26690
41,59,76985
41,61,26222
41,63,7051
41,65,26437
41,67,588957
41,69,1357
41,71,10572242,1,102336
42,3,1223048
42,5,65642
42,7,166140
42,9,48480
42,11,417854
42,13,123457
42,15,60853
42,17,628341
42,19,187108
42,21,133054
42,23,4592
42,25,63853
42,27,162660
42,29,519293
42,31,38458
42,33,79685
42,35,38998
42,37,65932
42,39,86159
42,41,250066
42,43,275710
42,45,564696
42,47,30197
42,49,274541
42,51,131504
42,53,7297
42,55,154234
42,57,14590
42,59,36770
42,61,45491
42,63,84953
42,65,43804
42,67,24514
42,69,210761
42,71,542903
42,73,87069
42,75,139754
42,77,366494
42,79,317343
42,81,113841
42,83,41330
42,85,111750
42,87,46388
42,89,168046
42,91,826075
42,93,18272
42,95,303405
42,97,92029
42,99,46127
42,101,1580863
42,103,55691
42,105,16802
42,107,142569
42,109,40801
42,111,74501
42,113,6089
42,115,40985
42,117,40793
42,119,44595
42,121,51762
42,123,39659
42,125,207298
42,127,51205
42,129,352627
42,131,27322
42,133,44607844,1,48912
44,3,163760
44,5,83460
44,7,637357
44,9,12615045,1,24722
45,3,168179
45,5,9002
45,7,198759
45,9,14381
45,11,21345
45,13,186844
45,15,217937
45,17,14704
45,19,401438
45,21,57105
45,23,32301
45,25,45948
45,27,34057
45,29,37611
45,31,67265
45,33,30666
45,35,156456
45,37,26693
45,39,22607
45,41,138566
45,43,61607
45,45,506837
45,47,70355
45,49,19602
45,51,333268
45,53,28458
45,55,65036
45,57,92550
45,59,66848
45,61,17350
45,63,290642
45,65,9545
45,67,31293
45,69,26825
45,71,38488
45,73,77270
45,75,87476
45,77,123479
45,79,411592
45,81,20452
45,83,306854
45,85,106847
45,87,27537
45,89,31133
45,91,26643946,3,2738
46,5,18157
46,7,3454
46,9,6984
46,11,34255
46,13,39178
46,15,5312
46,17,1999
46,19,10107
46,21,1379
46,23,9428
46,25,3668
46,27,13990
46,29,28099
46,31,4203
46,33,8691
46,35,19704
46,37,5521
46,39,4281
46,41,5835
46,43,2931
46,45,3919
46,47,6687
46,49,2329
46,51,7061
46,53,4226
46,55,1943
46,57,5948
46,59,3277
46,61,3423
46,63,1242
46,65,17666
46,67,7358
46,69,1318
46,71,3289
46,73,2028
46,75,936
46,77,4952
46,79,12809
46,81,25429
46,83,56664
46,85,3904
46,87,5499
46,89,2426
46,91,4804
46,93,28018
46,95,2088
46,97,2228
46,99,188616
46,101,6579
46,102,14354
46,103,110141
46,105,2974
46,107,2231
46,109,10278
46,111,2450
46,115,6410
46,117,3011
46,119,1407
46,121,10065
46,123,5460
46,125,8315
46,127,15029
46,129,5543
46,135,22662
46,137,275647,1,76257
47,3,48117
47,5,15986
47,7,14717
47,9,129929
47,11,105560
47,13,39648
47,15,14216
47,17,27860
47,19,56488
47,21,40330
47,23,17119
47,25,31609
47,27,7703
47,29,35556
47,31,55034
47,33,14473
47,35,59078
47,37,691243
47,39,11751
47,41,19852
47,43,52853
47,45,37463
47,47,40036
47,49,18136
47,51,41652
47,53,49111
47,55,29401
47,57,23144
47,59,68808
47,61,13361
47,63,64277
47,65,361613
47,67,6600
47,69,25447
47,71,25846
47,73,56459
47,75,17573
47,77,27751
47,79,32450
47,81,24864
47,83,8213
47,85,18484
47,87,11677
47,89,53804
47,91,17691
47,93,461860
47,95,7468
47,97,25274
47,99,43396
47,101,12035
47,103,33751
47,105,52152
47,107,52877
47,109,26004
47,111,24079
47,113,97643
47,115,28425
47,117,32931
47,119,92163
47,121,12068
47,123,46240
47,125,200182
47,127,6384
47,129,21636
47,131,30385
47,133,22012
47,135,7975
47,137,5073
47,139,16757
47,141,77674
47,143,32691
47,145,53036
47,147,70177
47,149,317157
47,151,21989
47,153,14736
47,155,97638
47,157,936961
47,159,19636
47,161,13355
47,163,157158
47,165,183545
47,167,61366
47,169,10083
47,171,17759
47,173,19442
47,175,5742
47,177,40651
47,179,127806
47,181,16583
47,183,33337
47,185,26753
47,187,226257
47,189,13644248,1,57741
48,3,17722
48,5,87805
48,7,25572
48,9,8809
48,11,1879
48,13,48981
48,15,29786
48,17,7077
48,19,22351
48,21,84761
48,23,3581
48,25,32563
48,27,347833
48,29,1958578
48,31,11626
48,33,673
48,35,18326
48,37,94012
48,39,362457
48,41,222830
48,43,9337
48,45,1528
48,47,7235
48,49,38053
48,51,18011
48,53,46804
48,55,42338
48,57,21744
48,59,13946
48,61,423725
48,63,12855
48,65,6032
48,67,30012
48,69,7843
48,71,41441
48,73,52240
48,75,7067
48,77,10421
48,79,2851
48,81,3306
48,83,8430
48,85,969603
48,87,2987
48,89,21232
48,91,141009
48,93,13573
48,95,2717
48,97,39895
48,99,74913
48,101,1387
48,103,4740
48,105,3564
48,107,5899
48,109,2231
48,111,7208
48,113,2618148
48,115,12813
48,117,18836
48,119,5298
48,121,836210
48,123,20226
48,125,2209
48,127,10418
48,129,3311
48,131,11273
48,133,18411
48,135,157087
48,137,1953
48,139,173620
48,141,840410
48,143,41969
48,145,17437
48,147,34446
48,149,25272
48,151,3880
48,153,5855
48,155,1222
48,157,764828
48,159,10767
48,161,19625
48,163,19600
48,165,20638
48,167,335036
48,169,6528
48,171,26646
48,173,1348
48,175,7562
48,177,20893
48,179,22404
48,181,131140
48,183,123367
48,185,28082
48,187,159659
48,189,34134
48,191,3071
48,193,8422
48,195,5447
48,197,3994
48,199,57139
48,201,4652980
48,203,66661
48,205,5691
48,207,5746
48,209,214485
48,211,4024
48,213,81064
48,215,860661
48,217,35852
48,219,23088
48,221,58273
48,223,36496
48,225,23021
48,227,36040
48,229,4408
48,231,93872
48,233,21375
48,235,1516
48,237,8832
48,239,14805
48,241,35561
48,243,2280
48,245,256299
48,247,5202
48,249,40871
48,251,167301
48,253,19983
48,255,15187
48,257,122883
48,259,44026
48,261,417
48,263,763
48,265,51720
48,267,4410
48,269,296
48,271,3745
48,273,31088
48,275,3710
48,277,49587
48,279,13210
48,281,21027
48,283,7584
48,285,20062
48,287,17183
48,289,17243
48,291,83658
48,293,23527
48,295,3378
48,297,12174
48,299,21210
48,301,134
48,303,305225
48,305,5859
48,307,7957
48,309,251259
48,311,778
48,313,14222
48,315,10064
48,317,5626
48,319,4222
48,321,36840
48,323,58216
48,325,50066
48,327,2124
48,329,165049
48,331,25053
48,333,4921
48,335,8468
48,337,19539
48,339,570934
48,341,22097
48,343,12467
48,345,1230
48,347,65580
48,349,48701
48,351,13952
48,353,14770
48,355,361221
48,357,10073
48,359,2114
48,361,85047
48,363,28570
48,365,23243
48,367,133463
48,369,9842
48,371,15634
48,373,49162
48,375,120458
48,377,7156
48,379,11762
48,381,134442
48,383,3710
48,385,3429
48,387,12229
48,389,15281
48,391,7224
48,393,938
48,395,17203
48,397,96788
48,399,10266
48,401,52833
48,403,10461
48,405,8253
48,407,28270
48,409,67215
48,411,5959
48,413,3001
48,415,17050
48,417,3328
48,419,25513
48,421,3067
48,423,227727
48,425,8845
48,427,64454
48,429,9337
48,431,1295
48,433,1388
48,435,3767
48,437,7515
48,439,2054475
48,441,136290
48,443,810
48,445,12715
48,447,1527
48,449,32904
48,451,118019
48,453,1226698
48,455,14667
48,457,21539
48,459,41281
48,461,3663
48,463,27132
48,465,49205
48,467,55182
48,469,92084
48,471,72245
48,473,51307
48,475,11472
48,477,35043
48,479,274794
48,481,41968
48,483,5358
48,485,132000
48,487,12764
48,489,21584
48,491,547545
48,493,49304
48,495,7574
48,497,66181
48,499,44314
48,501,8568
48,503,17979
48,505,14322
48,507,1194849,1,6386
49,3,54079
49,5,124438
49,7,20295
49,9,1029
49,11,347637
49,13,20026
49,15,10077
49,17,5078
49,19,9674
49,21,51001
49,23,11250
49,25,7567
49,27,12863
49,29,11873
49,31,1420
49,33,2391
49,35,1135649
49,37,15356
49,39,30035
49,41,21316
49,43,41106
49,45,67456
49,47,35150
49,49,606425
49,51,32106
49,53,165662
49,55,2719
49,57,25176950,1,36776
50,3,35594
50,5,30164
50,7,162372
50,9,6230
50,11,49025
50,13,6998
50,15,25337
50,17,28974
50,19,26841
50,21,59087
50,23,58290
50,25,42869
50,27,5510051,1,32545
51,3,107702
51,5,15122
51,7,13020
51,9,31594
51,11,15681
51,13,234965
51,15,75144
51,17,4297
51,19,77974
51,21,6350
51,23,33192
51,25,16244
51,27,21514
51,29,17065
51,31,55010
51,33,30461
51,35,29708
51,36,7004
51,37,12119
51,41,343599
51,43,14508
51,45,5062
51,47,51282
51,49,9811
51,51,14782
51,53,28208
51,57,11028
51,59,1148433
51,61,69465
51,63,15755
51,65,26452
51,67,56445
51,69,86484
51,71,16837
51,73,37292
51,75,22685
51,77,15665
51,79,19612
51,81,11679
51,83,34563
51,85,105923
51,87,327898
51,89,51227
51,91,2212
51,93,36552
51,95,75524
51,97,7003
51,99,26337
51,101,16708
51,103,10788
51,105,23758
51,107,398080
51,109,35860
51,111,12235
51,113,13277
51,115,8779
51,117,30686
51,119,10679
51,121,98559
51,125,14943
51,127,21682
51,131,11846
51,133,12275
51,135,15434
51,137,36073
51,139,23731
51,141,17665
51,143,61258
51,145,28601
51,147,22703
51,149,37809
51,153,463023
51,155,34184
51,157,7321
51,159,8939
51,161,93730
51,163,22659
51,165,80227
51,167,27048
51,169,21865
51,171,43225
51,173,30656
51,175,17750
51,177,133033
51,179,146649
51,181,6540
51,183,11373
51,185,41095
51,187,39563
51,191,54387
51,193,17780
51,195,38586
51,197,28882
51,199,67739
51,510,160035
51,520,16790
51,530,6327
51,540,48019
51,550,240397
51,570,17830
51,580,5531
51,590,41130
51,595,5282
51,600,24097
51,610,14583
51,620,8176
51,630,28360
51,640,6625
51,650,134669
51,660,54215
51,670,22621
51,678,7106
51,680,80995
51,683,41501
51,685,16591
51,690,13142
51,700,179388
51,710,244703
51,720,3936
51,730,31750
51,735,12053
51,740,94572
51,750,17658
51,760,227032
51,770,99837
51,775,25862
51,790,24528
51,800,90237
51,810,450435
51,820,22327
51,830,15031
51,840,2793253,1,19506
53,3,22535
53,5,198171
53,7,76533
53,9,75474
53,11,474643
53,13,4047
53,15,106910
53,17,41945
53,19,7594
53,21,92125
53,23,2210
53,25,95158
53,27,72697
53,29,83159
53,31,31234
53,33,2188649
53,35,266414
53,37,46205
53,39,21811
53,41,78200
53,43,10579
53,45,63710
53,47,41742
53,49,21626
53,51,13354
53,53,876764
53,55,16715
53,57,125619
53,59,11837
53,61,801633
53,63,506152
53,65,44730
53,67,280588
53,69,4264
53,71,60567
53,73,221404
53,75,49046
53,77,25019354,1,16497
54,3,114920
54,5,22349
54,7,14237
54,9,22443
54,11,94958
54,13,7307
54,15,8764
54,17,8560
54,19,43521
54,21,8005
54,23,11670
54,25,35287
54,27,23471
54,29,29448
54,31,13717
54,33,67811
54,35,28976
54,37,56338
54,39,183293
54,41,16226
54,43,20825
54,45,32925
54,47,18456
54,49,56337
54,51,31190
54,53,26801
54,55,59753
54,57,27222
54,59,24127
54,61,105030
54,63,13402
54,65,17686
54,67,25043
54,69,42035
54,71,6996
54,73,7512
54,75,8456
54,77,33679
54,79,56792
54,81,75022
54,83,28785
54,85,9774
54,87,14043
54,89,12993
54,91,16930
54,93,6915
54,95,8795
54,97,24465
54,99,40153
54,101,8372
54,103,15437
54,105,5794
54,107,85104
54,109,2121055,1,19973
55,3,15500
55,5,45251
55,7,15008
55,9,262052
55,11,13167
55,13,15352
55,15,50067
55,17,63813
55,19,34679
55,21,57248
55,23,16214
55,25,536416
55,27,87786
55,29,27483
55,31,43284
55,33,44693
55,35,103671
55,37,4371
55,39,102548
55,41,8970
55,43,51999
55,45,36851
55,47,18760
55,49,23715
55,51,5671
55,53,20529
55,55,84832
55,57,26576
55,59,168521
55,61,20445
55,63,118274
55,65,16741
55,67,19160
55,69,27838
55,71,79175
55,73,135732
55,75,40310
55,77,15308
55,78,4615
55,79,952085
55,81,45625
55,83,37553
55,85,35254
55,87,186059
55,89,88429
55,91,7254
55,93,41901
55,95,43450
55,97,70474
55,99,13442
55,101,196071
55,103,17516
55,105,162309
55,107,14151
55,109,88703
55,111,63981
55,113,16418
55,115,40935
55,117,115344
55,119,20321
55,121,29472
55,123,30759
55,125,21683
55,127,103082
55,129,15758
55,131,135101
55,133,400621
55,135,51225
55,137,24369
55,139,170414
55,141,7312656,1,38332
56,3,11906
56,5,46242
56,7,15303
56,9,13809
56,11,7410
56,13,39803
56,15,13378
56,17,4696
56,19,8476
56,21,98327
56,23,19265
56,25,79547
56,27,2397
56,29,29568
56,31,8562
56,33,30210
56,35,9799
56,37,43534
56,39,23265
56,41,20495
56,43,8064
56,45,6927
